,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
6425,,Paradise Irrigation Dist et al,Paradise Irrigation Dist et al,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,81.66472162,2021.0,373.3215648151575,4660.849550796893,CAL FIRE Emergency Notices,,Camp Fire 2018 Salvage Logging,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6426,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6417,,Sonntag Family Living Trust,Sonntag Family Living Trust,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,11.89128682,2021.0,1000.7802033425519,48122.33045686249,CAL FIRE Emergency Notices,,Camp Fire 2018,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6418,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6426,,"Edward and Marilyn Aileen Smith JT, Brault Rev Inter Vivos Trust","Edward and Marilyn Aileen Smith JT, Brault Rev Inter Vivos Trust",Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,10.71420479,2021.0,834.1222408097613,27368.644132560003,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6427,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5515,,Paradise Irrigation Dist et al,Paradise Irrigation Dist et al,Butte,Emergency Notice - Fire,Harvest,Complete,81.66472162,,373.3215648151575,4660.849550796893,CAL FIRE Emergency Notices,,Camp Fire 2018 Salvage Logging,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5516,North Fork Feather,18020121,Feather,Harvest,Harvest
2201,USDA,USFS,Federal,Butte,Instream Flow Secured,Restoration - Other,Complete,0.13062068658413595,,83.12004369928177,528.8068729100847,USFS Watershed Improvement Tracking (WIT),,FERC Mininmum Flow Releases,,2016.0,,,,LASSEN NATIONAL FOREST,0506,,,,,,,,,Instream Flow Secured,2016.0,nan,,2202,North Fork Feather,18020121,Feather,Restoration - Other,Restoration - Other
6403,,"Aaron Harper, Jill Spooner","Aaron Harper, Jill Spooner",Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,2.54323415,2021.0,643.6792283656059,10292.10347144861,CAL FIRE Emergency Notices,,2018 Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6404,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5516,,"Edward and Marilyn Aileen Smith JT, Brault Rev Inter Vivos Trust","Edward and Marilyn Aileen Smith JT, Brault Rev Inter Vivos Trust",Butte,Emergency Notice - Fire,Harvest,Complete,10.71420479,,834.1222408097613,27368.644132560003,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5517,North Fork Feather,18020121,Feather,Harvest,Harvest
5512,,Lesage Wilson Family Trust,Lesage Wilson Family Trust,Butte,Emergency Notice - Fire,Harvest,Complete,15.15616878,,1075.4983530416234,55081.47608469062,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5513,North Fork Feather,18020121,Feather,Harvest,Harvest
5467,,James McMillan,James McMillan,Butte,Emergency Notice - Fire,Harvest,Complete,2.90235778,,460.90339205194175,11745.425226855232,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5468,North Fork Feather,18020121,Feather,Harvest,Harvest
433,CNRA,CALFIRE,PRIVATE_NON-INDUSTRY,Butte,CHIPPING,Mechanical Fuels Reduction,Complete,55.0,2022.0,26775.726311436138,2509267.7729846057,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Chipping,2022.0,CALFIRE,,434,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
5466,,County of Butte,County of Butte,Butte,Emergency Notice - Fire,Harvest,Complete,3.3861106,,1277.0759064933784,13703.103413063087,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5467,North Fork Feather,18020121,Feather,Harvest,Harvest
5465,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,118.64850914,,8813.597111049952,480153.48121823027,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5466,North Fork Feather,18020121,Feather,Harvest,Harvest
5513,,Bypass Trust et al,Bypass Trust et al,Butte,Emergency Notice - Fire,Harvest,Complete,20.50600751,,1648.4928746168612,75518.7346198649,CAL FIRE Emergency Notices,,Carr Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5514,North Fork Feather,18020121,Feather,Harvest,Harvest
6423,,Bypass Trust et al,Bypass Trust et al,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,20.50600751,2021.0,1648.4928746168612,75518.7346198649,CAL FIRE Emergency Notices,,Carr Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6424,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5511,,Casper Revocable Inter Vivos Trust,Casper Revocable Inter Vivos Trust,Butte,Emergency Notice - Fire,Harvest,Complete,10.30683511,,818.2461955979619,41710.28186387408,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5512,North Fork Feather,18020121,Feather,Harvest,Harvest
6422,,Lesage Wilson Family Trust,Lesage Wilson Family Trust,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,15.15616878,2021.0,1075.4983530416234,55081.47608469062,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6423,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5505,,"Lake Concow Asso, James McColl, Alice McColl","Lake Concow Asso, James McColl, Alice McColl",Butte,Emergency Notice - Fire,Harvest,Complete,41.83068975,,2627.24899486132,169282.79548392002,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5506,North Fork Feather,18020121,Feather,Harvest,Harvest
5506,,Soper Wheeler Co,Soper Wheeler Co,Butte,Emergency Notice - Fire,Harvest,Complete,612.44094196,,6391.168921967016,2478460.559307778,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5507,North Fork Feather,18020121,Feather,Harvest,Harvest
5507,,Sonntag Family Living Trust,Sonntag Family Living Trust,Butte,Emergency Notice - Fire,Harvest,Complete,11.89128682,,1000.7802033425519,48122.33045686249,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5508,North Fork Feather,18020121,Feather,Harvest,Harvest
5508,,Nikolas Buffone,Nikolas Buffone,Butte,Emergency Notice - Fire,Harvest,Complete,7.1607263,,1245.321556081431,28978.43123013473,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5509,North Fork Feather,18020121,Feather,Harvest,Harvest
5718,,Soper Wheeler Co,Soper Wheeler Co,Butte,Emergency Notice - Fire,Harvest,Complete,418.92944838,,12783.614741834088,1695347.3286914828,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5719,North Fork Feather,18020121,Feather,Harvest,Harvest
5509,,Sherilyn Baker et al,Sherilyn Baker et al,Butte,Emergency Notice - Fire,Harvest,Complete,106.66018914,,13271.335462427443,431638.47143528063,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5510,North Fork Feather,18020121,Feather,Harvest,Harvest
5719,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,116.8128764,,3173.003942915503,472724.9390672329,CAL FIRE Emergency Notices,,Bear Fire 2020 (Part of the North Complex),,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5720,North Fork Feather,18020121,Feather,Harvest,Harvest
6420,,Mary Alice Perron,Mary Alice Perron,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,2.12895501,2021.0,378.93346931559574,8615.575236034985,CAL FIRE Emergency Notices,,Camp Fire 2018,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6421,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6421,,Casper Revocable Inter Vivos Trust,Casper Revocable Inter Vivos Trust,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,10.30683511,2022.0,818.2461955979619,41710.28186387408,CAL FIRE Emergency Notices,,Camp Fire 2018,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6422,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5720,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,885.30829839,,16118.525808784207,3582715.5731253857,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5721,North Fork Feather,18020121,Feather,Harvest,Harvest
5729,,"Donald Desbiens, Rapeepan Kamang","Donald Desbiens, Rapeepan Kamang",Butte,Emergency Notice - Fire,Harvest,Complete,105.65943601,,6107.585458732395,427588.5672160084,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5730,North Fork Feather,18020121,Feather,Harvest,Harvest
5735,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,22.78968864,,2347.957333398151,92226.59785668223,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5736,North Fork Feather,18020121,Feather,Harvest,Harvest
5510,,Mary Alice Perron,Mary Alice Perron,Butte,Emergency Notice - Fire,Harvest,Complete,2.12895501,,378.93346931559574,8615.575236034985,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5511,North Fork Feather,18020121,Feather,Harvest,Harvest
5734,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,836.27264857,,24030.030514985763,3384275.338730224,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5735,North Fork Feather,18020121,Feather,Harvest,Harvest
6405,,"William Anderson, Faye Anderson","William Anderson, Faye Anderson",Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,8.81595354,2021.0,903.7806035300881,35676.89821978934,CAL FIRE Emergency Notices,,Carr Fire; Mapped acreage exceeds reported acreage,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6406,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5419,,Pioneer Union School District,Pioneer Union School District,Butte,Emergency Notice - Fire,Harvest,Complete,17.75797201,,1206.0221539320494,71863.96306499814,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5420,North Fork Feather,18020121,Feather,Harvest,Harvest
5420,,Gerling Family Trust,Gerling Family Trust,Butte,Emergency Notice - Fire,Harvest,Complete,32.08384321,,1610.4162020913272,129838.70693593999,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5421,North Fork Feather,18020121,Feather,Harvest,Harvest
5422,,"Troy Leonard, Gail Leonard","Troy Leonard, Gail Leonard",Butte,Emergency Notice - Fire,Harvest,Complete,45.80183861,,3277.9650563654204,185353.46471800064,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5423,North Fork Feather,18020121,Feather,Harvest,Harvest
4273,USDA,Lassen National Forest,,Butte,Fire Use,Beneficial Fire,Complete,71.0,,3611.42833136218,288757.93123707525,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS,,2019.0,,,,,,T463000014,71.3536376953125,,,,,,,Prescribed Fire,2019.0,USFS,,4274,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
4272,USDA,Lassen National Forest,,Butte,Fire Use,Beneficial Fire,Complete,6.0,,1350.7460334751386,25497.83140975399,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS,,2019.0,,,,,,T463000015,6.300651550292969,,,,,,,Prescribed Fire,2019.0,USFS,,4273,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
5498,,The Preservation Trust Amanda Beth Pyle Trustee,The Preservation Trust Amanda Beth Pyle Trustee,Butte,Emergency Notice - Fire,Harvest,Complete,154.27687606,,5329.579148563458,624336.3667116261,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5499,North Fork Feather,18020121,Feather,Harvest,Harvest
4271,USDA,Lassen National Forest,,Butte,Fire Use,Beneficial Fire,Complete,35.0,,1755.758584307175,140199.65067699266,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS,,2019.0,,,,,,T463000016,34.64408874511719,,,,,,,Prescribed Fire,2019.0,USFS,,4272,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
5733,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,389.31716426,,7728.834197532339,1575510.6665189394,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5734,North Fork Feather,18020121,Feather,Harvest,Harvest
5732,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,396.06717359,,11407.140664786994,1406645.9186476122,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5733,North Fork Feather,18020121,Feather,Harvest,Harvest
5731,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,89.26138705,,2826.669908008183,361228.0174364822,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5732,North Fork Feather,18020121,Feather,Harvest,Harvest
5730,,"Ashley Lang, Greg Wagner","Ashley Lang, Greg Wagner",Butte,Emergency Notice - Fire,Harvest,Complete,10.17278381,,711.4512516624188,31804.035731853968,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5731,North Fork Feather,18020121,Feather,Harvest,Harvest
4274,USDA,Lassen National Forest,,Butte,Fire Use,Beneficial Fire,Complete,54.0,,2097.7416560843362,220182.6768700557,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS,,2019.0,,,,,,T463000013,54.4083251953125,,,,,,,Prescribed Fire,2019.0,USFS,,4275,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
5491,,State of CA,State of CA,Butte,"Emergency Notice - Fire, Insect",Harvest,Complete,3.04670741,,452.0744603794943,12329.587446102525,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5492,North Fork Feather,18020121,Feather,Harvest,Harvest
5492,,Daniel Salmon,Daniel Salmon,Butte,Emergency Notice - Fire,Harvest,Complete,16.19872292,,1239.7735934051811,65553.90587865576,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5493,North Fork Feather,18020121,Feather,Harvest,Harvest
5721,,Gail Heffeman Gale,Gail Heffeman Gale,Butte,Emergency Notice - Fire,Harvest,Complete,54.25464825,,2997.811063453496,219560.7716987391,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5722,North Fork Feather,18020121,Feather,Harvest,Harvest
5727,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,723.51858627,,16745.835269939245,2927975.8375752135,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5728,North Fork Feather,18020121,Feather,Harvest,Harvest
5726,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,1401.62891411,,28732.4636746542,5672190.97287926,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5727,North Fork Feather,18020121,Feather,Harvest,Harvest
4269,USDA,Lassen National Forest,,Butte,Fire Use,Beneficial Fire,Complete,60.0,,2523.477092132474,244839.6578548659,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS,,2019.0,,,,,,T463000017,60.501197814941406,,,,,,,Prescribed Fire,2019.0,USFS,,4270,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
5725,,Sierra Pacific Industries et al,Sierra Pacific Industries et al,Butte,Emergency Notice - Fire,Harvest,Complete,1103.06103647,,21838.51410376967,4463929.639725885,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5726,North Fork Feather,18020121,Feather,Harvest,Harvest
6627,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,885.30829839,2024.0,16118.525808784207,3582715.5731253857,CAL FIRE Emergency Notices,,2020 North Complex Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6628,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6625,,Soper Wheeler Co,Soper Wheeler Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,418.92944838,2021.0,12783.614741834088,1695347.3286914828,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6626,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5728,,Mike Santuccio et al,Mike Santuccio et al,Butte,Emergency Notice - Fire,Harvest,Complete,61.43401581,,5143.600924794017,208514.56973450462,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5729,North Fork Feather,18020121,Feather,Harvest,Harvest
5501,,"Dennis Cronin, Meghan Cronin","Dennis Cronin, Meghan Cronin",Butte,Emergency Notice - Fire,Harvest,Complete,6.75114856,,861.0671804089991,27320.928892560656,CAL FIRE Emergency Notices,,Camp Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5502,North Fork Feather,18020121,Feather,Harvest,Harvest
4275,USDA,Lassen National Forest,,Butte,Broadcast Burn,Beneficial Fire,Complete,25.0,2019.0,1341.3855264383046,101656.14253586132,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,MINNOW AOPE TS U 92 (BURN UNIT C),,2019.0,,,,,,5998292010602,25.119779586791992,,,,,,,Broadcast Burn,2019.0,USFS,,4276,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
5499,,Carl Jackovich,Carl Jackovich,Butte,Emergency Notice - Fire,Harvest,Complete,21.601651490000002,,1438.8342628685068,87418.78205503241,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5500,North Fork Feather,18020121,Feather,Harvest,Harvest
6495,,Steven Thomas Trust,Steven Thomas Trust,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,11.1560532,2023.0,880.6160766990267,45146.945528090226,CAL FIRE Emergency Notices,,North Complex Fire 2020,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6496,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5423,,"David Carda, Joan Carda","David Carda, Joan Carda",Butte,Emergency Notice - Fire,Harvest,Complete,2.28157675,,556.7483708399126,9233.213515437987,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5424,North Fork Feather,18020121,Feather,Harvest,Harvest
5424,,Jeff Winfrey,Jeff Winfrey,Butte,Emergency Notice - Fire,Harvest,Complete,17.60550461,,1314.3438419977485,71246.94940181558,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5425,North Fork Feather,18020121,Feather,Harvest,Harvest
5425,,David Podestia,David Podestia,Butte,Emergency Notice - Fire,Harvest,Complete,2.33879104,,503.3585270446518,9464.751552692209,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5426,North Fork Feather,18020121,Feather,Harvest,Harvest
6496,,Guillermo Cardenas Jr,Guillermo Cardenas Jr,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,3.24827167,2023.0,797.519494037917,13145.289073047616,CAL FIRE Emergency Notices,,North Complex Fire 2020,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6497,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6626,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,116.8128764,2023.0,3173.003942915503,472724.9390672329,CAL FIRE Emergency Notices,,Bear Fire 2020 (Part of the North Complex),,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6627,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5426,,"Mark Rosas, Mary Rosas","Mark Rosas, Mary Rosas",Butte,Emergency Notice - Fire,Harvest,Complete,151.07059043,,3920.1816623623536,611360.9891156643,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5427,North Fork Feather,18020121,Feather,Harvest,Harvest
4276,USDA,Lassen National Forest,,Butte,,,Complete,,,26575.540111035272,23809865.253657434,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,,,,,,,,,0000000000000104,11106.30078125,,,,,,,,,USFS,,4277,North Fork Feather,18020121,Feather,,
5427,,Sharon & Charles Hicks,Sharon & Charles Hicks,Butte,Emergency Notice - Fire,Harvest,Complete,15.90354711,,1126.2189740691651,64359.371750589286,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5428,North Fork Feather,18020121,Feather,Harvest,Harvest
6631,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,32.72333841,2021.0,2552.6039474608765,132426.65222401923,CAL FIRE Emergency Notices,,Camp Fire November 2018,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6632,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6630,,Siller Brothers Inc,Siller Brothers Inc,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,3.09570941,2021.0,624.3968971792816,12527.891508936205,CAL FIRE Emergency Notices,,,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6631,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5421,,Steven Derra,Steven Derra,Butte,Emergency Notice - Fire,Harvest,Complete,19.66847939,,1195.653596987308,79595.5121262348,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5422,North Fork Feather,18020121,Feather,Harvest,Harvest
6629,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,173.53112618,2021.0,6298.388070372707,702255.5524775495,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6630,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5428,,Loren Gill,Loren Gill,Butte,Emergency Notice - Fire,Harvest,Complete,41.90651461,,1850.1008817004295,169589.6477930385,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5429,North Fork Feather,18020121,Feather,Harvest,Harvest
6628,,Gail Heffeman Gale,Gail Heffeman Gale,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,54.25464825,2021.0,2997.811063453496,219560.7716987391,CAL FIRE Emergency Notices,,Camp Fire 2018,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6629,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5494,,Thomas Hinds,Thomas Hinds,Butte,Emergency Notice - Fire,Harvest,Complete,14.75512868,,1163.1198105106873,59711.887279440794,CAL FIRE Emergency Notices,,Camp Fire 2018,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5495,North Fork Feather,18020121,Feather,Harvest,Harvest
5500,,Various landowners,Various landowners,Butte,Emergency Notice - Fire,Harvest,Complete,35.04011442,,6508.035909958562,141802.31206888036,CAL FIRE Emergency Notices,,2018 Camp Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5501,North Fork Feather,18020121,Feather,Harvest,Harvest
